Unit Name,Market Rent,Default Deposit,Sqft,Bedrooms,Bathrooms,Tags,Revenue,Description
2117-2,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2117-3,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2117-4,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2117-5,"1,690.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2117-6,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2123-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2123-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2123-3,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2123-4,"1,355.00",500.00,700,1,1.00,,Yes,
2123-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2123-6,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2129-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2129-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2129-3,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2129-4,"1,355.00",500.00,700,1,1.00,,Yes,
2129-5,"1,690.00",500.00,"1,000",2,1.00,"Remodeled, Faux-Hardwood Floors",Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2129-6,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2135-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2135-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2135-3,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2135-4,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2135-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2135-6,"1,690.00",500.00,"1,000",2,1.00,"Remodeled, Plank Flooring",Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2141-1,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2141-2,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2141-3,"1,415.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2141-4,"1,355.00",500.00,700,1,1.00,,Yes,
2141-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2141-6,"1,690.00",500.00,"1,000",2,1.00,"Remodeled, Plank Flooring",Yes,
2147-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2147-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2147-3,"1,355.00",500.00,700,1,1.00,,Yes,
2147-4,"1,355.00",500.00,700,1,1.00,,Yes,
2147-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2147-6,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2153-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2153-2,"1,355.00",500.00,700,1,1.00,,Yes,
2153-3,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2153-4,"1,355.00",500.00,700,1,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2153-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2153-6,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2159-1,"1,355.00",500.00,700,1,1.00,,Yes,
2159-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2159-3,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2159-4,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2159-5,"1,620.00",500.00,"1,000",2,1.00,Remodeled,Yes,
2159-6,"1,555.00",500.00,"1,000",2,1.00,,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2165-1,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2165-2,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2165-3,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2165-4,"1,415.00",500.00,700,1,1.00,Remodeled,Yes,
2165-5,"1,690.00",500.00,"1,000",2,1.00,"Remodeled, Open",Yes,"You will love the convenience of living at Muirfield Apartments with your own private entrance to your one bedroom loft or two-bedroom apartment. Situated conveniently within a community subdivision on the north end of Muir Field Road, residents enjoy a quiet and relaxing residential feel while being close to everything the Westside of Madison has to offer."
2165-6,"1,555.00",500.00,"1,000",2,1.00,,Yes,
,"97,230.00","33,000.00","52,800",88,66.00,,,
"-> Seminole Woods Apartments - 2892 Mickelson Parkway #100 Fitchburg, WI 53711","","","","","","","",""
2892-101,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,
2892-102,"1,555.00",500.00,800,1,1.00,Remodeled,Yes,
2892-103,"2,025.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2892-104,"2,120.00",500.00,"1,125",2,2.00,,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2892-105,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2892-106,"1,655.00",500.00,850,1,1.00,Remodeled,Yes,
2892-107,"2,025.00",500.00,"1,285",3,2.00,Remodeled,Yes,
2892-108,"2,025.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2892-109,"1,555.00",500.00,800,1,1.00,Remodeled,Yes,
2892-110,"1,510.00",500.00,800,1,1.00,,Yes,
2892-201,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2892-202,"1,850.00",500.00,954,2,1.00,Remodeled,Yes,
2892-203,"2,045.00",500.00,"1,145",2,2.00,Remodeled,Yes,
2892-204,"2,285.00",500.00,"1,285",3,2.00,Remodeled,Yes,
2892-205,"2,255.00",500.00,"1,285",3,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2892-206,"2,255.00",500.00,"1,285",3,2.00,Remodeled,Yes,
2892-207,"2,285.00",500.00,"1,285",3,2.00,Remodeled,Yes,
2892-208,"2,045.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2892-209,"1,850.00",500.00,954,2,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2892-210,"1,530.00",500.00,800,1,1.00,,Yes,
2893-101,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,
2893-102,"1,595.00",500.00,800,1,1.00,,Yes,
2893-103,"1,980.00",500.00,"1,125",2,2.00,,Yes,
2893-104,"2,120.00",500.00,"1,125",2,2.00,,Yes,
2893-105,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-106,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-107,"2,025.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2893-108,"1,980.00",500.00,"1,125",2,2.00,,Yes,
2893-109,"1,510.00",500.00,800,1,1.00,,Yes,
2893-110,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,
2893-201,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-202,"1,575.00",500.00,800,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-203,"2,100.00",500.00,"1,125",2,2.00,,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-204,"1,590.00",500.00,795,1,1.00,Remodeled,Yes,
2893-205,"1,610.00",500.00,870,1,1.00,Remodeled,Yes,
2893-206,"1,580.00",500.00,870,1,1.00,Remodeled,Yes,
2893-207,"1,560.00",500.00,795,1,1.00,Remodeled,Yes,
2893-208,"1,515.00",500.00,795,1,1.00,,Yes,
2893-209,"1,580.00",500.00,870,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-210,"1,610.00",500.00,870,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-211,"1,630.00",500.00,795,1,1.00,Remodeled,Yes,
2893-212,"2,045.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2893-213,"1,575.00",500.00,800,1,1.00,Remodeled,Yes,
2893-214,"1,530.00",500.00,800,1,1.00,,Yes,
2898-101,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,
2898-102,"1,555.00",500.00,800,1,1.00,Remodeled,Yes,
2898-103,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2898-104,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2898-105,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2898-106,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2898-107,"2,035.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2898-108,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2898-109,"1,510.00",500.00,800,1,1.00,,Yes,
2898-110,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2898-201,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,
2898-202,"1,850.00",500.00,954,2,1.00,Remodeled,Yes,
2898-203,"2,015.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2898-204,"2,255.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2898-205,"2,255.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2898-206,"2,350.00",500.00,"1,285",3,2.00,,Yes,
2898-207,"2,255.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2898-208,"2,055.00",500.00,"1,125",2,2.00,,Yes,
2898-209,"1,890.00",500.00,954,2,1.00,Remodeled,Yes,
2898-210,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,
2899-101,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-102,"1,510.00",500.00,800,1,1.00,,Yes,
2899-103,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2899-104,"2,035.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2899-105,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2899-106,"1,950.00",500.00,"1,125",2,2.00,,Yes,
2899-107,"2,035.00",500.00,"1,125",2,2.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-108,"1,995.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2899-109,"1,510.00",500.00,800,1,1.00,,Yes,
2899-110,"1,555.00",500.00,830,1,1.00,Remodeled,Yes,
2899-201,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-202,"1,530.00",500.00,800,1,1.00,,Yes,
2899-203,"1,970.00",500.00,"1,125",2,2.00,,Yes,
2899-204,"1,560.00",500.00,795,1,1.00,Remodeled,Yes,
2899-205,"1,580.00",500.00,870,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-206,"1,620.00",500.00,870,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-207,"1,560.00",500.00,795,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-208,"1,560.00",500.00,795,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-209,"1,580.00",500.00,870,1,1.00,Remodeled,Yes,
2899-210,"1,535.00",500.00,795,1,1.00,,Yes,
2899-211,"1,600.00",500.00,795,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
2899-212,"2,015.00",500.00,"1,125",2,2.00,Remodeled,Yes,
2899-213,"1,575.00",500.00,800,1,1.00,Remodeled,Yes,
2899-214,"1,575.00",500.00,830,1,1.00,Remodeled,Yes,"Spacious apartments that are conveniently located in Fitchburg’s prestigious Seminole area. Our central location is just minutes to any Madison area near Highway PD & Fish Hatchery Road. You’ll also enjoy the beautiful setting and spectacular views.

Come discover what Seminole Woods Apartments and the City of Fitchburg has to offer!"
,"158,385.00","44,000.00","85,556",137,127.00,,,
"-> Skyline Drive - 1406 W Skyline Drive Madison, WI 53705","","","","","","","",""
Skyline Drive,"4,500.00","1,000.00","2,101",4,2.00,,Yes,"Nestled among trees, this stunning mid-century gem by architect Marshall Erdman, embraces principles of simplicity & harmony with nature. Expansive windows flood the home with light & picturesque views. Inside, an open living area centers around a wood-burning fireplace, while the kitchen boasts concrete countertops, SS appliances, & a breakfast bar. A sun-filled hallway leads to the bedrooms & spa-like baths, including an updated primary bath. The lower level offers a spacious rec room with a second fireplace, surround sound, & potential for a 5th bedroom. Outside, an expansive patio with step lighting, a gas fire pit, & a dedicated grill area is perfect for entertaining. Thoughtful landscaping & a private, nature-filled setting make this a rare mid-century masterpiece."
"-> SSPM - A - 414 State Street Madison, WI 53703","","","","","","","",""
414,"5,680.44",,"1,504",,,Commercial,Yes,
414-A,"1,180.00","1,180.00",500,0,1.00,,Yes,
414-B,"1,240.00","1,240.00",500,1,1.00,,Yes,"These studio and 1 bedroom apartments are located above August Shop on State Street. Each apartment has charm and character, with many units featuring hardwood floors, large windows, and views of the Capitol. Off-street parking is available nearby."
414-C,"1,240.00","1,240.00",500,1,1.00,,Yes,"These studios and 1 bedroom apartments are located above August Shop on State Street. Each apartment has charm and character, with many units featuring hardwood floors, large windows, and views of the Capitol. Off-street parking is available nearby."
,"9,340.44","3,660.00","3,004",2,3.00,,,
"-> SSPM - B - 422 State Street Madison, WI 53703","","","","","","","",""
422,"9,225.00",,"4,440",,,Commercial,Yes,
422 - Collections,,,,,,,Yes,
,"9,225.00",0.00,"4,440",0,0.00,,,
"-> SSPM - C1 - 432/434/436 State Street Madison, WI 53703","","","","","","","",""
432-A,"1,680.00","1,680.00",479,2,1.00,,Yes,
432-B,"1,680.00","1,680.00",479,2,1.00,,Yes,"Enjoy all that downtown Madison has to offer at this great location. These 2 bedrooms, 1 bathroom apartments are located on State Street above Freedom Skate Shop and B-Side Records. Off-street parking is available nearby."
434,,,757,,,Commercial,Yes,
436,,,806,,,Commercial,Yes,
,"3,360.00","3,360.00","2,521",4,2.00,,,
"-> SSPM - C2 - 440/442/444 State Street Madison, WI 53703","","","","","","","",""
440,"4,118.00",,"1,163",,,Commercial,Yes,
442-1A,"1,390.00","1,390.00",528,1,1.00,,Yes,Spacious 1 bedroom apartments overlooking State Street. Off-street parking is available nearby.
442-2B,"1,390.00","1,390.00",704,1,1.00,,Yes,Spacious 1 bedroom apartments overlooking State Street. Off street parking is available nearby.
444,0.00,,731,,,Commercial,Yes,
,"6,898.00","2,780.00","3,126",2,2.00,,,
"-> SSPM - D - 428/430 State Street Madison, WI 53703","","","","","","","",""
428 - Trash,,,,,,,Yes,
428-1,"4,200.00","4,200.00",990,4,2.00,remodel,Yes,
430,"5,500.00",,"1,300",,,Commercial,Yes,
,"9,700.00","4,200.00","2,290",4,2.00,,,
"-> SSPM - E - 462/468 State Street and 243 W. Gilman Street Madison, WI 53703","","","","","","","",""
243-1,"1,710.00","1,710.00",576,2,1.00,,Yes,
243-2,"1,800.00","1,800.00",570,2,1.00,,Yes,
243-3,"1,320.00","1,320.00",,1,1.00,,Yes,
462,"5,289.65",,"1,058",,,Commercial,Yes,
468,"4,021.29",,"1,064",,,Commercial,Yes,
,"14,140.94","4,830.00","3,268",5,3.00,,,
"-> SSPM - F - 506/508 State Street Madison, WI 53703","","","","","","","",""
506,"10,000.00",,"3,285",,,Commercial,Yes,
508-1,"7,837.50",,"3,135",,,Commercial,Yes,
508-2,"5,000.00",,"4,419",,,Commercial,Yes,
,"22,837.50",0.00,"10,839",0,0.00,,,
"-> SSPM - G - 544/546 State Street Madison, WI 53703","","","","","","","",""
Collections - Green Barn Door,,,,,,Commercial,Yes,
544,"6,000.00","6,000.00","2,100",,,Commercial,Yes,
544- 2 & 3,"5,700.00","5,700.00",,6,2.00,,Yes,
546-1 &2,"3,800.00","3,800.00","1,195",4,2.00,,Yes,
,"15,500.00","15,500.00","3,295",10,4.00,,,
"-> The Dude Abodes - 902 Drake Street Madison, WI 53715","","","","","","","",""
432,"5,897.92",500.00,682,1,1.00,Commercial,Yes,
444,"9,492.00",,"4,068",,,Commercial,Yes,
902-201,"2,605.00",500.00,"1,124",2,2.00,Walter,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-202,"2,605.00",500.00,"1,198",2,2.00,Donny,Yes,
902-203,"1,780.00",500.00,682,1,1.00,Sandro,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-204,"1,550.00",500.00,515,0,1.00,Maude,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
902-205,"1,840.00",500.00,682,1,1.00,Sandro,Yes,"The Dude Abodes is upscale, Madison apartment living at its finest. Conveniently located on the corner of Park and Drake, The Dude features beautiful hardwood flooring, granite countertops, stainless steel appliances, and large windows with downtown views. Relax and unwind after a hectic day taking in the beautiful skyline of Lake Monona and the Capitol on our rooftop patio. Stop by and see what modern, downtown living looks like at The Dude!"
